1,90,391,0,0
2,95,391,5,0
3,100,391,5,0
4,105,391,5,0
5,105,391,0,0
6,100,391,-5,0
7,100,391,0,0
8,105,391,5,0
9,100,391,-5,0
10,105,391,5,0
11,105,391,0,0
12,100,391,-5,0
13,95,391,-5,0
14,95,391,0,0
15,90,391,-5,0
16,85,391,-5,0
17,80,391,-5,0
18,80,391,0,0
19,85,391,5,0
20,80,391,-5,0
21,85,391,5,0
22,80,391,-5,0
23,80,391,0,0
24,75,391,-5,0
25,80,391,5,0
26,85,391,5,0
27,80,391,-5,0
28,85,391,5,0
29,85,391,0,0
30,90,391,5,0
31,95,391,5,0
32,90,391,-5,0
33,95,391,5,0
34,90,391,-5,0
35,95,391,5,0
36,90,391,-5,0
37,85,391,-5,0
38,85,391,0,0
39,80,391,-5,0
40,75,391,-5,0
41,75,391,0,0
42,70,391,-5,0
43,70,391,0,0
44,65,391,-5,0
45,70,391,5,0
46,75,391,5,0
47,75,391,0,0
48,80,391,5,0
49,85,391,5,0
50,90,391,5,0
51,85,391,-5,0
52,80,391,-5,0
53,75,391,-5,0
54,80,391,5,0
55,75,391,-5,0
56,80,391,5,0
57,85,391,5,0
58,90,391,5,0
59,90,391,0,0
60,90,391,0,0
61,95,391,5,0
62,90,391,-5,0
63,95,391,5,0
64,95,391,0,0
65,100,391,5,0
66,105,391,5,0
67,100,391,-5,0
68,105,391,5,0
69,100,391,-5,0
70,95,391,-5,0
71,100,391,5,0
72,105,391,5,0
73,100,391,-5,0
74,95,391,-5,0
75,95,391,0,0
76,90,391,-5,0
77,90,391,0,0
78,95,391,5,0
79,100,391,5,0
80,95,391,-5,0
81,95,391,0,0
82,95,391,0,0
83,90,391,-5,0
84,85,391,-5,0
85,85,391,0,0
86,80,391,-5,0
87,75,391,-5,0
88,75,391,0,0
89,70,391,-5,0
90,70,391,0,0
91,65,391,-5,0
92,65,391,0,0
93,60,391,-5,0
94,65,391,5,0
95,65,391,0,0
96,65,391,0,0
97,65,391,0,0
98,60,391,-5,0
99,65,391,5,0
100,60,391,-5,0
101,55,391,-5,0
102,55,391,0,0
103,50,391,-5,0
104,45,391,-5,0
105,45,391,0,0
106,50,391,5,0
107,55,391,5,0
108,50,391,-5,0
109,55,391,5,0
110,55,391,0,0
111,60,391,5,0
112,60,391,0,0
113,60,391,0,0
114,55,391,-5,0
115,55,391,0,0
116,50,391,-5,0
117,50,391,0,0
118,50,391,0,0
119,45,391,-5,0
120,40,391,-5,0
121,40,391,0,0
122,45,391,5,0
123,45,391,0,0
124,50,391,5,0
125,50,391,0,0
126,45,391,-5,0
127,50,391,5,0
128,45,391,-5,0
129,40,391,-5,0
130,35,391,-5,0
131,30,391,-5,0
132,25,391,-5,0
133,20,391,-5,0
134,20,391,0,0
135,25,391,5,0
136,20,391,-5,0
137,25,391,5,0
138,30,391,5,0
139,35,391,5,0
140,30,391,-5,0
141,35,391,5,0
142,30,391,-5,0
143,30,391,0,0
144,25,391,-5,0
145,20,391,-5,0
146,25,391,5,0
147,25,391,0,0
148,25,391,0,0
149,20,391,-5,0
150,15,391,-5,0
151,22,384,7,-7
152,29,377,7,-7
153,36,370,7,-7
154,43,363,7,-7
155,50,356,7,-7
156,57,349,7,-7
157,64,342,7,-7
158,71,335,7,-7
159,78,328,7,-7
160,85,321,7,-7
161,92,314,7,-7
162,99,307,7,-7
163,106,300,7,-7
164,113,293,7,-7
165,120,286,7,-7
166,127,279,7,-7
167,134,272,7,-7
168,141,265,7,-7
169,148,258,7,-7
170,155,251,7,-7
171,162,244,7,-7
172,169,237,7,-7
173,176,230,7,-7
174,183,223,7,-7
175,190,216,7,-7
176,183,209,-7,-7
177,176,202,-7,-7
178,169,195,-7,-7
179,162,188,-7,-7
180,155,181,-7,-7
181,148,174,-7,-7
182,141,167,-7,-7
183,134,160,-7,-7
184,127,153,-7,-7
185,120,146,-7,-7
186,113,139,-7,-7
187,106,132,-7,-7
188,99,125,-7,-7
189,92,118,-7,-7
190,85,111,-7,-7
191,78,104,-7,-7
192,71,97,-7,-7
193,64,90,-7,-7
194,57,83,-7,-7
195,50,76,-7,-7
196,43,69,-7,-7
197,36,62,-7,-7
198,29,60,-7,-2
199,22,67,-7,7
200,15,74,-7,7
201,8,81,-7,7
202,1,88,-7,7
203,0,95,-1,7
204,7,102,7,7
205,14,109,7,7
206,21,116,7,7
207,28,123,7,7
208,35,130,7,7
209,42,137,7,7
210,49,144,7,7
211,56,151,7,7
212,63,158,7,7
213,70,165,7,7
214,77,172,7,7
215,84,179,7,7
216,91,186,7,7
217,98,193,7,7
218,105,200,7,7
219,112,207,7,7
220,119,214,7,7
221,126,221,7,7
222,133,228,7,7
223,140,235,7,7
224,147,242,7,7
225,154,249,7,7
226,161,256,7,7
227,168,263,7,7
228,175,270,7,7
229,182,277,7,7
230,189,284,7,7
231,190,291,1,7
232,183,298,-7,7
233,176,305,-7,7
234,169,312,-7,7
235,162,319,-7,7
236,155,326,-7,7
237,148,333,-7,7
238,141,340,-7,7
239,134,347,-7,7
240,127,354,-7,7
241,120,361,-7,7
242,113,368,-7,7
243,106,375,-7,7
244,99,382,-7,7
245,92,389,-7,7
246,85,390,-7,1
247,78,383,-7,-7
248,71,376,-7,-7
249,64,369,-7,-7
250,57,362,-7,-7
251,50,355,-7,-7
252,43,348,-7,-7
253,36,341,-7,-7
254,29,334,-7,-7
255,22,327,-7,-7
256,15,320,-7,-7
257,8,313,-7,-7
258,1,306,-7,-7
259,0,299,-1,-7
260,7,292,7,-7
261,14,285,7,-7
262,21,278,7,-7
263,28,271,7,-7
264,35,264,7,-7
265,42,257,7,-7
266,49,250,7,-7
267,56,243,7,-7
268,63,236,7,-7
269,70,229,7,-7
270,77,222,7,-7
271,84,215,7,-7
272,91,208,7,-7
273,98,201,7,-7
274,105,194,7,-7
275,112,187,7,-7
276,119,180,7,-7
277,126,173,7,-7
278,133,166,7,-7
279,140,159,7,-7
280,147,152,7,-7
281,154,145,7,-7
282,161,138,7,-7
283,168,131,7,-7
284,175,124,7,-7
285,182,117,7,-7
286,189,110,7,-7
287,190,103,1,-7
288,183,96,-7,-7
289,176,89,-7,-7
290,169,82,-7,-7
291,162,75,-7,-7
292,155,68,-7,-7
293,148,61,-7,-7
294,141,60,-7,-1
295,134,67,-7,7
296,127,74,-7,7
297,120,81,-7,7
298,113,88,-7,7
299,106,95,-7,7
300,99,102,-7,7
301,92,109,-7,7
302,85,116,-7,7
303,78,123,-7,7
304,71,130,-7,7
305,64,137,-7,7
306,57,144,-7,7
307,50,151,-7,7
308,43,158,-7,7
309,36,165,-7,7
310,29,172,-7,7
311,22,179,-7,7
312,15,186,-7,7
313,8,193,-7,7
314,1,200,-7,7
315,0,207,-1,7
316,7,214,7,7
317,14,221,7,7
318,21,228,7,7
319,28,235,7,7
320,35,242,7,7
321,42,249,7,7
322,49,256,7,7
323,56,263,7,7
324,63,270,7,7
325,70,277,7,7
326,77,284,7,7
327,84,291,7,7
328,91,298,7,7
329,98,305,7,7
330,105,312,7,7
331,112,319,7,7
332,119,326,7,7
333,126,333,7,7
334,133,340,7,7
335,140,347,7,7
336,147,354,7,7
337,154,361,7,7
338,161,368,7,7
339,168,375,7,7
340,175,382,7,7
341,182,389,7,7
342,189,390,7,1
343,190,383,1,-7
344,183,376,-7,-7
345,176,369,-7,-7
346,169,362,-7,-7
347,162,355,-7,-7
348,155,348,-7,-7
349,148,341,-7,-7
